Domain,Entity,Flow Name,Archetype,tRPC,Type,Procedure Wrapper,Permissions,Permission Mode,Roles,UI Entry Paths,Business Purpose (from code docs),Client References,Related Entities,Implementation Status,Documentation Status,QA Status (Code-Level),Known Issues / Uncertainties,Router File,File Tag
Accounting,invoices,Generate From Order,Action/Operation,invoices.generateFromOrder,mutation,protectedProcedure,accounting:create,all,Super Admin (or legacy-admin bypass),/accounting/invoices,/** Generate invoice from order Creates an invoice for a shipped/delivered order,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/invoices.ts,prod
Accounting,invoices,Update Status,Update,invoices.updateStatus,mutation,protectedProcedure,accounting:update,all,Super Admin (or legacy-admin bypass),/accounting/invoices,/** Update invoice status,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/invoices.ts,prod
Accounting,invoices,Mark Sent,Update,invoices.markSent,mutation,protectedProcedure,accounting:update,all,Super Admin (or legacy-admin bypass),/accounting/invoices,/** Mark invoice as sent,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/invoices.ts,prod
Accounting,invoices,Void,Action/Operation,invoices.void,mutation,protectedProcedure,accounting:delete,all,Super Admin (or legacy-admin bypass),/accounting/invoices,/** Void an invoice,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/invoices.ts,prod
Accounting,invoices,Get Summary,View/Search/Report,invoices.getSummary,query,protectedProcedure,accounting:read,all,Super Admin (or legacy-admin bypass),/accounting/invoices,/** Get invoice summary statistics,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/invoices.ts,prod
Accounting,invoices,Check Overdue,Action/Operation,invoices.checkOverdue,mutation,protectedProcedure,accounting:update,all,Super Admin (or legacy-admin bypass),/accounting/invoices,/** Check and update overdue invoices,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/invoices.ts,prod
Other,leaderboard,List,View/Search/Report,leaderboard.list,query,protectedProcedure,,,Authenticated user,/leaderboard,/** Get the full leaderboard with rankings,client/src/pages/LeaderboardPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/leaderboard.ts,prod
Other,leaderboard,Get For Client,View/Search/Report,leaderboard.getForClient,query,protectedProcedure,,,Authenticated user,/leaderboard,/** Get ranking context for a single client (for profile page),client/src/components/clients/ClientLeaderboardCard.tsx,,Client-wired,In code only,Not reviewed,,server/routers/leaderboard.ts,prod
Other,leaderboard,Get Widget Data,View/Search/Report,leaderboard.getWidgetData,query,protectedProcedure,,,Authenticated user,/leaderboard,/** Get dashboard widget data (top/bottom performers),client/src/components/dashboard/LeaderboardWidget.tsx,,Client-wired,In code only,Not reviewed,,server/routers/leaderboard.ts,prod
Other,leaderboard,Get,View/Search/Report,leaderboard.get,query,protectedProcedure,,,Authenticated user,/leaderboard,/** Get current user's weights (or defaults),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/leaderboard.ts,prod
Other,leaderboard,Save,Action/Operation,leaderboard.save,mutation,protectedProcedure,,,Authenticated user,/leaderboard,/** Save user's custom weights,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/leaderboard.ts,prod
Other,leaderboard,Reset,Action/Operation,leaderboard.reset,mutation,protectedProcedure,,,Authenticated user,/leaderboard,/** Reset user's weights to defaults,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/leaderboard.ts,prod
Other,leaderboard,Get Defaults,View/Search/Report,leaderboard.getDefaults,query,protectedProcedure,,,Authenticated user,/leaderboard,/** Get default weights for a client type,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/leaderboard.ts,prod
Other,leaderboard,Invalidate Cache,Action/Operation,leaderboard.invalidateCache,mutation,adminProcedure,,,Authenticated user,/leaderboard,/** Invalidate leaderboard cache (admin only),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/leaderboard.ts,prod
Other,leaderboard,Get Metric Configs,View/Search/Report,leaderboard.getMetricConfigs,query,adminProcedure,,,Authenticated user,/leaderboard,/** Get available metrics configuration,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/leaderboard.ts,prod
Other,leaderboard,Export,Action/Operation,leaderboard.export,mutation,protectedProcedure,,,Authenticated user,/leaderboard,/** Export leaderboard data,client/src/components/leaderboard/ExportButton.tsx,,Client-wired,In code only,Not reviewed,,server/routers/leaderboard.ts,prod
Other,liveShopping,Create Session,Create,liveShopping.createSession,mutation,protectedProcedure,orders:create,all,"Super Admin, Operations Manager, Sales Manager, Customer Service","/live-shopping, /live-shopping/:sessionId",/** Create a new Live Shopping Session,client/src/pages/LiveShoppingPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/liveShopping.ts,prod
Other,liveShopping,List Sessions,View/Search/Report,liveShopping.listSessions,query,protectedProcedure,orders:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor","/live-shopping, /live-shopping/:sessionId",/** List sessions with filters,client/src/pages/LiveShoppingPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/liveShopping.ts,prod
Other,liveShopping,Get Session,View/Search/Report,liveShopping.getSession,query,protectedProcedure,orders:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor","/live-shopping, /live-shopping/:sessionId",/** Get single session details,client/src/components/live-shopping/StaffSessionConsole.tsx,,Client-wired,In code only,Not reviewed,,server/routers/liveShopping.ts,prod
Other,liveShopping,Update Session Status,Update,liveShopping.updateSessionStatus,mutation,protectedProcedure,orders:update,all,"Super Admin, Operations Manager, Sales Manager, Customer Service","/live-shopping, /live-shopping/:sessionId",/** Update Session Status,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/liveShopping.ts,prod
Other,liveShopping,Add To Cart,Create,liveShopping.addToCart,mutation,protectedProcedure,orders:update,all,"Super Admin, Operations Manager, Sales Manager, Customer Service","/live-shopping, /live-shopping/:sessionId",/** Add item to cart,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/liveShopping.ts,prod
Other,liveShopping,Remove From Cart,Delete/Archive,liveShopping.removeFromCart,mutation,protectedProcedure,orders:update,all,"Super Admin, Operations Manager, Sales Manager, Customer Service","/live-shopping, /live-shopping/:sessionId",/** Remove item from cart,client/src/components/live-shopping/StaffSessionConsole.tsx,,Client-wired,In code only,Not reviewed,,server/routers/liveShopping.ts,prod
Other,liveShopping,Update Cart Quantity,Update,liveShopping.updateCartQuantity,mutation,protectedProcedure,orders:update,all,"Super Admin, Operations Manager, Sales Manager, Customer Service","/live-shopping, /live-shopping/:sessionId",/** Update cart item quantity,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/liveShopping.ts,prod
Other,liveShopping,Set Override Price,Update,liveShopping.setOverridePrice,mutation,protectedProcedure,orders:update,all,"Super Admin, Operations Manager, Sales Manager, Customer Service","/live-shopping, /live-shopping/:sessionId",/** Set Override Price for a product in this session,client/src/components/live-shopping/StaffSessionConsole.tsx,,Client-wired,In code only,Not reviewed,,server/routers/liveShopping.ts,prod
Other,liveShopping,Highlight Product,Action/Operation,liveShopping.highlightProduct,mutation,protectedProcedure,orders:update,all,"Super Admin, Operations Manager, Sales Manager, Customer Service","/live-shopping, /live-shopping/:sessionId",/** Highlight a product (Showcase),client/src/components/live-shopping/StaffSessionConsole.tsx,,Client-wired,In code only,Not reviewed,,server/routers/liveShopping.ts,prod
Other,liveShopping,Search Products,View/Search/Report,liveShopping.searchProducts,query,protectedProcedure,orders:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor","/live-shopping, /live-shopping/:sessionId",/** Helper: Search Products for the Host Panel,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/liveShopping.ts,prod
Other,liveShopping,Toggle Cart Item Sample,Update,liveShopping.toggleCartItemSample,mutation,protectedProcedure,orders:update,all,"Super Admin, Operations Manager, Sales Manager, Customer Service","/live-shopping, /live-shopping/:sessionId",/** Toggle Sample Status (P4-T03),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/liveShopping.ts,prod
Other,liveShopping,Check Credit Status,View/Search,liveShopping.checkCreditStatus,query,protectedProcedure,orders:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor","/live-shopping, /live-shopping/:sessionId",/** Check Credit Status (P4-T04) Used by UI to show warnings before checkout,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/liveShopping.ts,prod
Other,liveShopping,Generate Sales Sheet,Action/Operation,liveShopping.generateSalesSheet,mutation,protectedProcedure,orders:create,all,"Super Admin, Operations Manager, Sales Manager, Customer Service","/live-shopping, /live-shopping/:sessionId",/** Generate Sales Sheet Snapshot (P4-T02) Can be done without ending session,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/liveShopping.ts,prod
Other,liveShopping,End Session,Action/Operation,liveShopping.endSession,mutation,protectedProcedure,orders:create,all,"Super Admin, Operations Manager, Sales Manager, Customer Service","/live-shopping, /live-shopping/:sessionId",/** End Session and Optionally Convert to Order (Enhanced P4-T01),client/src/components/live-shopping/StaffSessionConsole.tsx,,Client-wired,In code only,Not reviewed,,server/routers/liveShopping.ts,prod
Other,liveShopping,Update Item Status,Update,liveShopping.updateItemStatus,mutation,protectedProcedure,orders:update,all,"Super Admin, Operations Manager, Sales Manager, Customer Service","/live-shopping, /live-shopping/:sessionId","/** Update item status (Sample Request, Interested, To Purchase) Can be called by both staff and clients",client/src/components/live-shopping/StaffSessionConsole.tsx,,Client-wired,In code only,Not reviewed,,server/routers/liveShopping.ts,prod
Other,liveShopping,Add Item With Status,Create,liveShopping.addItemWithStatus,mutation,protectedProcedure,orders:update,all,"Super Admin, Operations Manager, Sales Manager, Customer Service","/live-shopping, /live-shopping/:sessionId","/** Add item directly with a specific status Allows adding items as Sample Request, Interested, or To Purchase",,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/liveShopping.ts,prod
Other,liveShopping,Get Items By Status,View/Search/Report,liveShopping.getItemsByStatus,query,protectedProcedure,orders:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor","/live-shopping, /live-shopping/:sessionId",/** Get items grouped by status for the session,client/src/components/live-shopping/StaffSessionConsole.tsx,,Client-wired,In code only,Not reviewed,,server/routers/liveShopping.ts,prod
Inventory,locations,Get All,View/Search/Report,locations.getAll,query,publicProcedure,,,Public (no auth),/locations,Locations Router API endpoints for warehouse location management,client/src/components/locations/AssignBatchDialog.tsx; client/src/components/spreadsheet/IntakeGrid.tsx; client/src/pages/LocationsPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/locations.ts,prod
Inventory,locations,Get By Id,View/Search/Report,locations.getById,query,publicProcedure,,,Public (no auth),/locations,Locations Router API endpoints for warehouse location management,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/locations.ts,prod
Inventory,locations,Create,Create,locations.create,mutation,publicProcedure,,,Public (no auth),/locations,Create location,client/src/pages/LocationsPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/locations.ts,prod
Inventory,locations,Update,Update,locations.update,mutation,publicProcedure,,,Public (no auth),/locations,Update location,client/src/pages/LocationsPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/locations.ts,prod
